
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x000001749671B5B0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000174F7A265E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000174F7AC27C0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000174F7AC25E0>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x000001749671B250>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);372.2722839287309;0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED14ECA0>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);484.6614732136927;[468.8473921163268, 487.30646431017703, 482.2889706607701, 493.7898724075809, 491.07466657360885];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED16B1C0>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);518.9226114033274;[494.7364825580517, 497.37547520148894, 553.1606662268509, 516.9336565223855, 532.4067765078597];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5490>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);533.1440491143989;[551.8280224441914, 561.4745708689704, 553.974796937079, 471.67427881089856, 526.7685765108548];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED135A00>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);488.7729689949107;[479.2566238462434, 468.92438898860246, 464.71121988171967, 495.8450841386672, 535.1275281193205];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BB80>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);542.1562423133946;[530.3417062702608, 515.0924043042932, 575.6758445824875, 547.8236247524245, 541.8476316575068];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED135E50>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);490.67490772639013;[480.91297815580504, 490.08636339558774, 453.6707913121887, 527.2307982236077, 501.4736075447615];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5250>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);486.0340300393483;[465.46257352993854, 473.8492532381938, 487.3684672524987, 494.364555409633, 509.12530076647744];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F6550>, selection=<algorithms.genetic.selection.TournamentSelection object at 0x00000243CE4A65E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);542.3953688993327;[551.3116913311517, 532.8028190391151, 549.8555364468872, 562.000384617166, 516.0064130623438];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2536D0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);380.5091036666688;[402.39335690829216, 370.92738486599455, 377.70474283259824, 376.99808061816094, 374.5219531082983];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED246E80>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);373.57818443247027;[374.1656674954141, 361.7132183889744, 399.494296480242, 360.11956471043294, 372.3981750872881];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5070>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);368.18181175873696;[353.615222893781, 359.20695576059416, 361.14528699928235, 409.6299315910251, 357.31166154900217];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1A0760>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);468.7694512783589;[415.28054154825634, 495.2434786583137, 563.7863179187491, 374.32259506735033, 495.21432319912503];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11B880>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);461.6035660217497;[448.77649699955225, 455.30732858920146, 470.48629880134723, 482.51748528735624, 450.9302204312912];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED157DF0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);444.5678829365071;[427.3082425498438, 434.16081051210654, 457.12882440928513, 480.0086067264659, 424.232930484834];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED215910>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);401.0424060966721;[365.1947206936127, 403.5638431837109, 366.2890430803318, 470.42161592888493, 399.7428075968203];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F6B50>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);399.48320630324423;[412.28722040438043, 418.04436824330656, 393.0261428491946, 386.8817022483392, 387.1765977710003];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BA90>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);381.77276463488687;[367.48723280729376, 373.563581118237, 380.4870123279326, 374.8617543130539, 412.4642426079173];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5E20>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);373.73088719170516;[350.4146430960292, 368.37693908484925, 399.53750830757434, 387.38694365126435, 362.93840181880887];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1EFDF0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);365.78601825405866;[382.70193973403, 354.1906870882071, 364.82185238112766, 351.68435760643473, 375.5312544604937];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BAC0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);347.02706172303755;[362.0995471426191, 344.7571321791072, 361.1184584598597, 335.0212247794866, 332.13894605411514];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11B8E0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);572.734132666997;[551.4538656588977, 535.4188453519539, 551.1585104655933, 607.8941127843339, 617.745329074206];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1FB070>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);529.1048251701569;[452.6397029650802, 456.40070682766975, 592.2353516820566, 580.9915346096808, 563.2568297662968];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5280>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);531.8100056933996;[465.3334483328948, 561.0811057755749, 533.2475776965141, 535.7302928240832, 563.6576038379308];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2A0220>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);378.201279542889;[364.10682511145956, 390.2080802990512, 392.25579531620485, 356.05904448679536, 388.3766525009339];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F5D00>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);385.1405155237086;[370.65831608627315, 375.795587735859, 409.01137769894024, 390.05350258599435, 380.18379351147576];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1F61F0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000243CE5487C0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);361.04087273516114;[358.58724986005257, 361.3361676767816, 385.37599285535055, 351.9674073657628, 347.9375459178582];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BE50>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);421.05791927314203;[391.48332638011965, 442.2608567024948, 427.6164837238071, 415.87846980751533, 428.05045975177313];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED135850>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);418.02069567615735;[414.319581054496, 437.0536756331369, 387.51831408147217, 430.18174218594027, 421.03016542574125];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED14E820>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);427.0918758564505;[510.925657433105, 395.5584433436876, 402.60400341463446, 398.221241615584, 428.1500334752411];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2CEBE0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);503.36126659070135;[498.6926141501314, 562.8917987132746, 477.8893773525482, 480.092477923111, 497.24006481444184];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2CE700>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);460.3771919531281;[462.49286620534696, 475.1134248199868, 488.90988434569874, 439.9719809233946, 435.39780347121336];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED157D00>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);500.4697043348777;[477.00643038689066, 477.4524883035671, 513.4121462396635, 517.1113975751496, 517.3660591691175];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED1485B0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);417.0641935404145;[419.47035029955236, 404.4629677300395, 448.9354659348923, 380.3763610794729, 432.0758226581156];0
